,home_team,away_team,result,goals_h,goals_a,round,ball_poss_h,ball_poss_a,goal_attempts_h,goal_attempts_a,shots_on_h,shots_on_a,shots_off_h,shots_off_a,shots_blocked_h,shots_blocked_a,free_kicks_h,free_kicks_a,corner_kicks_h,corner_kicks_a,offsides_h,offsides_a,thorw-in_h,thorw-in_a,goalkeeper_saves_h,goalkeeper_saves_a,fouls_h,fouls_a,yellow_h,yellow_a,red_h,red_a,passes_h,passes_a,passes_completed_h,passes_completed_a,tackles_h,tackles_a,attacks_h,attacks_a,attacks_dang_h,attacks_dang_a,odds_avg_h,odds_avg_a,odds_avg_d,date
295,Wisła Płock,Lechia Gdańsk,A,0,2,1,48%,52%,8.0,16.0,3.0,7.0,5.0,9.0,,,,,3.0,4.0,0.0,0.0,,,5.0,3.0,10.0,12.0,1.0,0.0,1.0,2.0,,,,,,,113.0,138.0,51.0,68.0,3.55,2.1,3.15,2017-07-14
237,Pogoń Szczecin,Wisła Kraków,A,1,2,1,46%,54%,7.0,6.0,4.0,3.0,3.0,3.0,,,,,3.0,6.0,1.0,0.0,,,1.0,3.0,21.0,20.0,,,1.0,2.0,,,,,,,119.0,123.0,47.0,55.0,2.4,2.95,3.15,2017-07-14
235,Górnik Zabrze,Legia Warszawa,H,3,1,1,46%,54%,16.0,10.0,6.0,7.0,10.0,3.0,,,,,5.0,11.0,4.0,2.0,,,6.0,3.0,24.0,11.0,,,2.0,2.0,,,,,,,91.0,102.0,56.0,97.0,4.75,1.66,3.8,2017-07-15
236,Cracovia,Piast Gliwice,D,1,1,1,45%,55%,6.0,12.0,1.0,3.0,5.0,9.0,,,,,2.0,3.0,2.0,0.0,,,2.0,0.0,14.0,11.0,,,3.0,3.0,,,,,,,62.0,88.0,38.0,57.0,2.2,3.15,3.3,2017-07-15
232,Lech Poznań,Sandecja Nowy Sącz,D,0,0,1,49%,51%,14.0,11.0,8.0,7.0,6.0,4.0,,,18.0,18.0,8.0,4.0,3.0,2.0,0.0,19.0,7.0,8.0,15.0,16.0,,,1.0,2.0,,,,,,,132.0,85.0,77.0,43.0,1.4,7.7,4.45,2017-07-16
233,Arka Gdynia,Śląsk Wrocław,H,2,0,1,48%,52%,12.0,12.0,6.0,3.0,6.0,9.0,,,17.0,19.0,5.0,9.0,0.0,1.0,22.0,33.0,3.0,4.0,19.0,16.0,,,2.0,2.0,,,,,,,86.0,94.0,51.0,52.0,2.65,2.65,3.15,2017-07-16
234,Bruk-Bet T.,Jagiellonia Białystok,A,0,1,1,53%,47%,4.0,6.0,1.0,2.0,3.0,4.0,,,9.0,15.0,6.0,2.0,4.0,0.0,37.0,20.0,1.0,1.0,11.0,8.0,,,0.0,1.0,,,,,,,115.0,103.0,75.0,48.0,2.7,2.65,3.12,2017-07-16
231,Korona Kielce,Zagłębie Lubin,A,0,1,1,49%,51%,19.0,10.0,8.0,6.0,11.0,4.0,,,20.0,13.0,4.0,0.0,0.0,3.0,34.0,37.0,5.0,8.0,14.0,17.0,,,1.0,3.0,,,,,,,125.0,105.0,96.0,64.0,3.2,2.22,3.2,2017-07-17
230,Wisła Kraków,Bruk-Bet T.,H,1,0,2,52%,48%,10.0,11.0,5.0,5.0,5.0,6.0,,,18.0,16.0,5.0,2.0,1.0,1.0,27.0,20.0,5.0,4.0,16.0,17.0,,,7.0,4.0,,,,,,,123.0,87.0,69.0,54.0,1.71,4.7,3.6,2017-07-21
294,Sandecja Nowy Sącz,Arka Gdynia,D,0,0,2,48%,52%,6.0,7.0,4.0,5.0,2.0,2.0,,,0.0,12.0,4.0,3.0,1.0,0.0,34.0,32.0,5.0,4.0,11.0,15.0,,,1.0,0.0,,,,,,,103.0,111.0,71.0,68.0,2.4,2.98,3.15,2017-07-21
227,Legia Warszawa,Korona Kielce,D,1,1,2,50%,50%,11.0,13.0,6.0,6.0,5.0,7.0,,,14.0,13.0,9.0,7.0,2.0,2.0,28.0,28.0,5.0,5.0,12.0,12.0,,,0.0,2.0,,,,,,,78.0,73.0,72.0,54.0,1.27,10.5,5.5,2017-07-22
229,Piast Gliwice,Pogoń Szczecin,A,1,2,2,54%,46%,7.0,8.0,2.0,5.0,5.0,3.0,,,19.0,8.0,2.0,5.0,0.0,0.0,21.0,26.0,3.0,1.0,8.0,17.0,,,,,,,,,,,99.0,71.0,55.0,45.0,2.15,3.35,3.2,2017-07-22
228,Lechia Gdańsk,Cracovia,A,0,1,2,54%,46%,12.0,5.0,5.0,3.0,7.0,2.0,,,24.0,17.0,9.0,5.0,3.0,3.0,50.0,23.0,2.0,5.0,15.0,19.0,,,1.0,5.0,,,,,,,97.0,65.0,76.0,51.0,1.57,6.1,3.8,2017-07-22
225,Jagiellonia Białystok,Górnik Zabrze,H,2,1,2,55%,45%,11.0,8.0,8.0,6.0,3.0,2.0,,,23.0,19.0,8.0,3.0,4.0,1.0,22.0,27.0,5.0,6.0,16.0,24.0,0.0,2.0,1.0,6.0,,,,,,,82.0,69.0,70.0,41.0,1.8,4.3,3.55,2017-07-23
226,Wisła Płock,Lech Poznań,H,1,0,2,44%,56%,6.0,5.0,4.0,1.0,2.0,4.0,,,9.0,18.0,2.0,7.0,0.0,2.0,24.0,30.0,1.0,3.0,19.0,9.0,0.0,1.0,4.0,1.0,,,,,,,98.0,91.0,34.0,63.0,3.55,2.0,3.4,2017-07-23
224,Zagłębie Lubin,Śląsk Wrocław,H,1,0,2,51%,49%,5.0,8.0,3.0,3.0,2.0,5.0,,,,,5.0,5.0,2.0,3.0,,,3.0,2.0,16.0,16.0,1.0,0.0,4.0,1.0,,,,,,,110.0,148.0,66.0,103.0,2.1,3.55,3.25,2017-07-24
223,Śląsk Wrocław,Lechia Gdańsk,H,3,2,3,48%,52%,14.0,8.0,7.0,3.0,7.0,5.0,,,14.0,15.0,3.0,5.0,0.0,2.0,17.0,18.0,1.0,4.0,15.0,12.0,,,3.0,3.0,,,,,,,97.0,108.0,44.0,57.0,2.92,2.45,3.2,2017-07-28
293,Bruk-Bet T.,Zagłębie Lubin,D,1,1,3,47%,53%,5.0,5.0,3.0,2.0,2.0,3.0,,,16.0,21.0,3.0,4.0,1.0,1.0,30.0,26.0,1.0,2.0,20.0,15.0,,,2.0,1.0,,,,,,,129.0,135.0,48.0,54.0,2.75,2.65,3.15,2017-07-28
222,Legia Warszawa,Sandecja Nowy Sącz,H,2,0,3,66%,34%,18.0,2.0,8.0,1.0,10.0,1.0,,,20.0,10.0,8.0,1.0,2.0,2.0,39.0,19.0,1.0,6.0,8.0,18.0,0.0,1.0,,,,,,,,,54.0,31.0,41.0,11.0,1.45,6.75,4.3,2017-07-29
221,Górnik Zabrze,Wisła Kraków,H,3,2,3,46%,54%,10.0,13.0,4.0,4.0,6.0,9.0,,,22.0,12.0,3.0,6.0,0.0,3.0,23.0,21.0,2.0,1.0,12.0,19.0,,,0.0,4.0,,,,,,,,,,,2.85,2.5,3.15,2017-07-29
218,Lech Poznań,Piast Gliwice,H,5,1,3,56%,44%,18.0,5.0,14.0,4.0,4.0,1.0,,,7.0,12.0,12.0,2.0,0.0,0.0,25.0,21.0,3.0,9.0,12.0,7.0,,,0.0,1.0,,,,,,,,,,,1.7,5.2,3.6,2017-07-30
220,Pogoń Szczecin,Jagiellonia Białystok,A,0,1,3,49%,51%,8.0,5.0,3.0,2.0,5.0,3.0,,,12.0,14.0,4.0,5.0,3.0,1.0,16.0,27.0,1.0,3.0,11.0,11.0,0.0,1.0,2.0,2.0,,,,,,,,,,,2.65,2.75,3.1,2017-07-30
219,Arka Gdynia,Wisła Płock,D,1,1,3,56%,44%,9.0,4.0,2.0,1.0,7.0,3.0,,,10.0,22.0,8.0,4.0,1.0,0.0,31.0,24.0,0.0,1.0,21.0,10.0,,,4.0,2.0,,,,,,,,,,,2.45,2.87,3.15,2017-07-30
217,Korona Kielce,Cracovia,H,4,2,3,56%,44%,11.0,5.0,6.0,3.0,5.0,2.0,,,18.0,14.0,10.0,6.0,0.0,1.0,23.0,13.0,1.0,2.0,14.0,17.0,,,1.0,2.0,,,,,,,119.0,104.0,70.0,68.0,2.25,3.25,3.2,2017-07-31
216,Wisła Płock,Wisła Kraków,A,0,1,4,58%,42%,14.0,8.0,3.0,4.0,11.0,4.0,,,,,4.0,9.0,0.0,1.0,,,3.0,3.0,12.0,13.0,,,0.0,2.0,,,,,,,0.0,0.0,0.0,0.0,3.05,2.3,3.2,2017-08-04
292,Piast Gliwice,Śląsk Wrocław,D,1,1,4,58%,42%,19.0,7.0,7.0,1.0,12.0,6.0,,,,,4.0,4.0,2.0,1.0,,,0.0,6.0,18.0,16.0,,,2.0,3.0,,,,,,,0.0,0.0,0.0,0.0,2.65,2.7,3.15,2017-08-04
213,Bruk-Bet T.,Legia Warszawa,H,1,0,4,40%,60%,10.0,9.0,4.0,2.0,6.0,7.0,,,,,3.0,5.0,1.0,3.0,,,2.0,3.0,17.0,7.0,,,3.0,2.0,,,,,,,0.0,0.0,0.0,0.0,4.7,1.75,3.65,2017-08-05
214,Zagłębie Lubin,Pogoń Szczecin,H,3,0,4,44%,56%,18.0,8.0,12.0,3.0,6.0,5.0,,,,,6.0,6.0,3.0,0.0,,,3.0,9.0,12.0,14.0,,,2.0,2.0,,,,,,,0.0,0.0,0.0,0.0,2.15,3.55,3.2,2017-08-05
215,Lechia Gdańsk,Górnik Zabrze,D,1,1,4,65%,35%,8.0,11.0,3.0,4.0,5.0,7.0,,,,,5.0,7.0,2.0,2.0,,,3.0,2.0,15.0,23.0,,,3.0,3.0,,,,,,,0.0,0.0,0.0,0.0,1.72,5.0,3.7,2017-08-05
211,Cracovia,Lech Poznań,A,0,2,4,40%,60%,8.0,10.0,1.0,5.0,7.0,5.0,,,,,3.0,4.0,1.0,1.0,,,3.0,1.0,11.0,12.0,,,2.0,4.0,,,,,,,0.0,0.0,0.0,0.0,3.35,2.15,3.25,2017-08-06
212,Jagiellonia Białystok,Sandecja Nowy Sącz,A,1,3,4,60%,40%,14.0,10.0,4.0,4.0,10.0,6.0,,,,,6.0,2.0,2.0,2.0,,,1.0,3.0,15.0,12.0,,,2.0,0.0,,,,,,,0.0,0.0,0.0,0.0,1.62,5.7,3.7,2017-08-06
210,Arka Gdynia,Korona Kielce,D,0,0,4,42%,58%,10.0,17.0,1.0,6.0,9.0,11.0,,,,,2.0,5.0,1.0,1.0,,,6.0,1.0,19.0,13.0,1.0,0.0,4.0,1.0,,,,,,,0.0,0.0,0.0,0.0,2.2,3.2,3.25,2017-08-07
291,Legia Warszawa,Piast Gliwice,H,3,1,5,58%,42%,10.0,7.0,5.0,3.0,5.0,4.0,,,,,7.0,5.0,1.0,1.0,,,2.0,2.0,19.0,12.0,,,2.0,4.0,,,,,,,0.0,0.0,0.0,0.0,1.51,5.4,4.2,2017-08-11
209,Sandecja Nowy Sącz,Wisła Płock,A,0,1,5,53%,47%,10.0,10.0,1.0,4.0,9.0,6.0,,,,,7.0,3.0,0.0,0.0,,,3.0,1.0,16.0,19.0,,,3.0,2.0,,,,,,,0.0,0.0,0.0,0.0,2.32,2.95,3.15,2017-08-12
208,Lech Poznań,Zagłębie Lubin,D,1,1,5,55%,45%,12.0,9.0,4.0,3.0,8.0,6.0,,,,,6.0,5.0,0.0,1.0,,,2.0,3.0,10.0,15.0,,,2.0,1.0,,,,,,,0.0,0.0,0.0,0.0,1.78,4.3,3.55,2017-08-12
207,Wisła Kraków,Cracovia,H,2,1,5,59%,41%,12.0,15.0,4.0,5.0,8.0,10.0,,,,,6.0,3.0,2.0,1.0,,,4.0,2.0,20.0,13.0,0.0,1.0,1.0,3.0,,,,,,,0.0,0.0,0.0,0.0,1.78,4.25,3.6,2017-08-12
206,Górnik Zabrze,Arka Gdynia,D,1,1,5,46%,54%,12.0,13.0,6.0,4.0,6.0,9.0,,,,,6.0,9.0,2.0,1.0,,,3.0,5.0,15.0,19.0,,,1.0,3.0,,,,,,,0.0,0.0,0.0,0.0,2.0,3.65,3.3,2017-08-13
205,Korona Kielce,Jagiellonia Białystok,A,2,3,5,55%,45%,15.0,9.0,5.0,5.0,10.0,4.0,,,,,1.0,4.0,3.0,3.0,,,2.0,3.0,14.0,15.0,,,0.0,4.0,,,,,,,0.0,0.0,0.0,0.0,2.6,2.6,3.2,2017-08-13
204,Pogoń Szczecin,Lechia Gdańsk,D,0,0,5,56%,44%,12.0,7.0,5.0,2.0,7.0,5.0,,,,,12.0,3.0,5.0,3.0,,,2.0,5.0,13.0,19.0,,,4.0,1.0,,,,,,,0.0,0.0,0.0,0.0,2.65,2.65,3.05,2017-08-14
203,Śląsk Wrocław,Bruk-Bet T.,D,1,1,5,48%,52%,9.0,12.0,7.0,6.0,2.0,6.0,,,,,5.0,6.0,4.0,3.0,,,5.0,6.0,11.0,14.0,,,1.0,0.0,,,,,,,,,,,1.9,3.95,3.25,2017-08-15
202,Cracovia,Górnik Zabrze,D,3,3,6,51%,49%,17.0,19.0,7.0,12.0,10.0,7.0,,,,,3.0,7.0,0.0,1.0,,,9.0,4.0,15.0,19.0,0.0,1.0,3.0,7.0,,,,,,,0.0,0.0,0.0,0.0,2.3,3.0,3.25,2017-08-18
290,Lechia Gdańsk,Sandecja Nowy Sącz,A,2,3,6,65%,35%,18.0,12.0,5.0,4.0,13.0,8.0,,,,,9.0,4.0,2.0,0.0,,,1.0,3.0,14.0,17.0,,,2.0,3.0,,,,,,,149.0,115.0,102.0,76.0,1.62,5.7,3.7,2017-08-18
199,Jagiellonia Białystok,Śląsk Wrocław,D,1,1,6,50%,50%,11.0,8.0,4.0,2.0,7.0,6.0,,,,,5.0,6.0,5.0,0.0,,,1.0,3.0,13.0,14.0,,,3.0,3.0,,,,,,,102.0,93.0,86.0,59.0,1.67,4.75,3.7,2017-08-19
201,Arka Gdynia,Pogoń Szczecin,A,0,3,6,39%,61%,7.0,8.0,2.0,3.0,5.0,5.0,,,,,4.0,3.0,2.0,1.0,,,2.0,2.0,11.0,13.0,,,2.0,3.0,,,,,,,94.0,102.0,50.0,48.0,2.5,2.95,3.05,2017-08-19
200,Piast Gliwice,Korona Kielce,H,2,0,6,38%,62%,11.0,11.0,6.0,1.0,5.0,10.0,,,,,4.0,6.0,4.0,1.0,,,1.0,4.0,18.0,12.0,,,4.0,4.0,,,,,,,86.0,125.0,42.0,80.0,2.25,3.1,3.25,2017-08-19
198,Wisła Płock,Legia Warszawa,A,0,1,6,63%,37%,9.0,10.0,3.0,5.0,6.0,5.0,,,,,8.0,1.0,1.0,1.0,,,4.0,3.0,19.0,14.0,,,0.0,2.0,,,,,,,90.0,70.0,41.0,39.0,3.3,2.1,3.45,2017-08-20
197,Bruk-Bet T.,Lech Poznań,A,1,3,6,44%,56%,7.0,14.0,1.0,4.0,6.0,10.0,,,,,2.0,2.0,2.0,2.0,,,1.0,1.0,14.0,6.0,,,3.0,2.0,,,,,,,93.0,87.0,48.0,75.0,3.7,2.0,3.4,2017-08-20
196,Zagłębie Lubin,Wisła Kraków,H,3,0,6,41%,59%,13.0,16.0,6.0,7.0,7.0,9.0,,,,,4.0,6.0,1.0,2.0,,,7.0,3.0,15.0,10.0,,,1.0,1.0,,,,,,,103.0,109.0,46.0,72.0,2.45,2.85,3.22,2017-08-21
195,Śląsk Wrocław,Cracovia,H,2,1,7,65%,35%,17.0,10.0,8.0,4.0,9.0,6.0,,,,,5.0,4.0,1.0,0.0,,,3.0,6.0,16.0,12.0,,,1.0,5.0,,,,,,,120.0,98.0,63.0,49.0,2.28,3.1,3.3,2017-08-25
289,Górnik Zabrze,Wisła Płock,H,4,0,7,44%,56%,15.0,11.0,7.0,6.0,8.0,5.0,,,,,8.0,7.0,3.0,1.0,,,6.0,3.0,17.0,12.0,0.0,1.0,0.0,4.0,,,,,,,97.0,124.0,61.0,63.0,2.17,3.4,3.25,2017-08-25
194,Korona Kielce,Bruk-Bet T.,H,2,1,7,46%,54%,13.0,13.0,7.0,3.0,6.0,10.0,,,,,4.0,4.0,1.0,1.0,,,2.0,5.0,12.0,14.0,,,0.0,4.0,,,,,,,101.0,109.0,70.0,72.0,2.2,3.15,3.25,2017-08-26
192,Wisła Kraków,Lechia Gdańsk,D,1,1,7,42%,58%,10.0,9.0,7.0,6.0,3.0,3.0,,,,,6.0,3.0,4.0,0.0,,,5.0,6.0,21.0,20.0,,,4.0,4.0,,,,,,,71.0,81.0,72.0,67.0,2.25,3.1,3.25,2017-08-26
193,Jagiellonia Białystok,Piast Gliwice,A,0,1,7,64%,36%,20.0,13.0,5.0,6.0,15.0,7.0,,,,,5.0,3.0,4.0,1.0,,,5.0,5.0,7.0,13.0,,,1.0,2.0,,,,,,,101.0,66.0,51.0,35.0,1.65,5.9,3.4,2017-08-26
189,Legia Warszawa,Zagłębie Lubin,H,2,1,7,43%,57%,9.0,10.0,4.0,4.0,5.0,6.0,,,,,3.0,5.0,0.0,0.0,,,3.0,2.0,8.0,9.0,1.0,0.0,3.0,3.0,,,,,,,79.0,100.0,48.0,61.0,1.77,4.25,3.5,2017-08-27
191,Sandecja Nowy Sącz,Pogoń Szczecin,H,2,1,7,46%,54%,9.0,9.0,4.0,4.0,5.0,5.0,,,,,4.0,6.0,1.0,4.0,,,3.0,2.0,22.0,11.0,,,5.0,3.0,,,,,,,105.0,105.0,55.0,52.0,2.75,2.8,3.05,2017-08-27
190,Lech Poznań,Arka Gdynia,H,3,0,7,48%,52%,8.0,13.0,6.0,3.0,2.0,10.0,,,,,6.0,4.0,1.0,1.0,,,3.0,3.0,10.0,11.0,1.0,0.0,1.0,2.0,,,,,,,68.0,58.0,68.0,62.0,1.57,6.1,3.7,2017-08-27
288,Zagłębie Lubin,Wisła Płock,D,2,2,8,55%,45%,14.0,17.0,3.0,4.0,11.0,13.0,,,,,3.0,4.0,1.0,0.0,,,2.0,1.0,10.0,9.0,,,3.0,2.0,,,,,,,146.0,114.0,76.0,67.0,1.82,4.7,3.45,2017-09-08
188,Arka Gdynia,Wisła Kraków,H,3,1,8,43%,57%,16.0,12.0,6.0,7.0,10.0,5.0,,,,,5.0,5.0,0.0,3.0,,,6.0,3.0,24.0,13.0,,,4.0,2.0,,,,,,,110.0,102.0,66.0,52.0,2.95,2.55,3.15,2017-09-08
186,Śląsk Wrocław,Legia Warszawa,H,2,1,8,60%,40%,16.0,7.0,5.0,2.0,11.0,5.0,,,,,7.0,1.0,4.0,3.0,,,1.0,3.0,12.0,13.0,,,0.0,1.0,,,,,,,71.0,64.0,41.0,38.0,3.75,2.05,3.25,2017-09-09
187,Korona Kielce,Sandecja Nowy Sącz,H,1,0,8,61%,39%,19.0,5.0,6.0,1.0,13.0,4.0,,,,,6.0,3.0,5.0,3.0,,,1.0,5.0,12.0,18.0,,,2.0,1.0,,,,,,,90.0,71.0,63.0,34.0,2.12,3.7,3.2,2017-09-09
185,Cracovia,Jagiellonia Białystok,D,1,1,8,41%,59%,7.0,16.0,3.0,4.0,4.0,12.0,,,,,7.0,8.0,5.0,2.0,,,3.0,2.0,9.0,11.0,,,1.0,3.0,,,,,,,116.0,119.0,57.0,76.0,2.85,2.62,3.15,2017-09-09
184,Bruk-Bet T.,Górnik Zabrze,A,1,2,8,66%,34%,12.0,15.0,3.0,8.0,9.0,7.0,,,,,8.0,11.0,2.0,4.0,,,6.0,2.0,14.0,6.0,,,,,,,,,,,91.0,108.0,59.0,72.0,2.7,2.8,3.1,2017-09-10
183,Pogoń Szczecin,Lech Poznań,D,0,0,8,61%,39%,11.0,3.0,4.0,1.0,7.0,2.0,,,,,4.0,1.0,4.0,4.0,,,1.0,4.0,21.0,14.0,,,3.0,2.0,,,,,,,121.0,105.0,71.0,42.0,3.25,2.3,3.15,2017-09-10
182,Piast Gliwice,Lechia Gdańsk,A,1,2,8,51%,49%,10.0,7.0,5.0,5.0,5.0,2.0,,,,,5.0,5.0,4.0,2.0,,,3.0,4.0,20.0,16.0,0.0,1.0,1.0,6.0,,,,,,,94.0,88.0,76.0,64.0,2.75,2.7,3.1,2017-09-11
287,Arka Gdynia,Zagłębie Lubin,D,1,1,9,36%,64%,10.0,11.0,3.0,5.0,7.0,6.0,,,,,2.0,5.0,0.0,2.0,,,4.0,2.0,21.0,16.0,,,3.0,1.0,,,,,,,117.0,119.0,84.0,75.0,2.84,2.65,3.1,2017-09-15
181,Lech Poznań,Korona Kielce,H,1,0,9,53%,47%,11.0,15.0,2.0,6.0,9.0,9.0,,,,,6.0,6.0,1.0,0.0,,,6.0,1.0,16.0,22.0,,,2.0,4.0,,,,,,,109.0,102.0,46.0,59.0,1.7,4.65,4.0,2017-09-15
180,Wisła Płock,Pogoń Szczecin,H,3,1,9,43%,57%,14.0,6.0,6.0,1.0,8.0,5.0,,,,,6.0,3.0,1.0,1.0,,,0.0,3.0,13.0,18.0,,,3.0,4.0,,,,,,,99.0,114.0,64.0,55.0,2.75,2.85,3.1,2017-09-16
179,Górnik Zabrze,Śląsk Wrocław,D,2,2,9,40%,60%,19.0,11.0,11.0,3.0,8.0,8.0,,,,,7.0,1.0,4.0,1.0,,,2.0,9.0,15.0,16.0,,,1.0,2.0,,,,,,,102.0,102.0,59.0,49.0,2.3,3.35,3.15,2017-09-16
178,Wisła Kraków,Piast Gliwice,H,2,0,9,51%,49%,11.0,13.0,6.0,5.0,5.0,8.0,,,,,3.0,5.0,2.0,1.0,,,5.0,4.0,6.0,16.0,,,2.0,3.0,,,,,,,147.0,103.0,74.0,59.0,1.8,4.65,3.55,2017-09-16
177,Sandecja Nowy Sącz,Bruk-Bet T.,H,1,0,9,45%,55%,12.0,9.0,7.0,3.0,5.0,6.0,,,,,7.0,6.0,1.0,0.0,,,3.0,6.0,14.0,18.0,0.0,1.0,3.0,3.0,,,,,,,112.0,119.0,80.0,80.0,2.75,2.75,3.05,2017-09-17
176,Legia Warszawa,Cracovia,H,1,0,9,67%,33%,9.0,8.0,4.0,1.0,5.0,7.0,,,,,4.0,7.0,2.0,3.0,,,1.0,3.0,7.0,5.0,,,1.0,2.0,,,,,,,133.0,97.0,94.0,77.0,1.45,8.0,4.2,2017-09-17
